Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
211,male,group C,some college,standard,none,married,sometimes,no,5,school_bus,< 5,53,54,49,52.00
212,female,group C,high school,standard,none,married,sometimes,yes,1,private,10-May,79,91,85,85.00
213,female,group A,high school,standard,none,married,sometimes,no,2,private,< 5,76,76,78,76.67
214,female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,,school_bus,10-May,49,64,54,55.67
215,female,group C,associate's degree,standard,none,single,regularly,yes,0,private,10-May,90,98,96,94.67
216,male,group D,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,< 5,74,77,81,77.33
217,female,group B,some college,free/reduced,none,married,regularly,yes,2,private,10-May,31,34,41,35.33
218,male,group D,associate's degree,standard,none,married,sometimes,no,4,school_bus,< 5,69,67,63,66.33
219,male,group E,some college,standard,,single,regularly,yes,2,,< 5,87,73,69,76.33
220,male,group C,high school,standard,completed,married,sometimes,yes,1,private,10-May,82,76,81,79.67
221,male,group D,some college,free/reduced,none,divorced,sometimes,yes,3,school_bus,< 5,74,67,68,69.67
222,female,group B,master's degree,free/reduced,none,married,sometimes,yes,3,,< 5,80,85,83,82.67
223,female,group C,high school,free/reduced,none,married,sometimes,no,2,,< 5,48,65,58,57.00
224,female,group B,master's degree,standard,none,married,sometimes,no,,private,10-May,88,99,97,94.67
225,female,group C,some college,standard,none,married,regularly,yes,1,school_bus,10-May,76,72,75,74.33
226,female,group D,some high school,standard,completed,married,sometimes,no,3,school_bus,10-May,57,69,70,65.33
227,female,,bachelor's degree,standard,none,,never,no,4,school_bus,< 5,63,64,67,64.67
229,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3,private,> 10,62,69,65,65.33
230,male,group A,associate's degree,free/reduced,none,married,regularly,yes,3,private,10-May,62,56,55,57.67
231,female,group B,some high school,free/reduced,none,single,sometimes,no,1,,10-May,60,81,72,71.00
232,male,group A,bachelor's degree,standard,completed,divorced,regularly,yes,4,school_bus,> 10,100,96,96,97.33
233,male,group D,some college,standard,none,divorced,regularly,yes,2,private,10-May,53,47,47,49.00
234,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,4,private,< 5,70,78,74,74.00
235,male,group B,some high school,free/reduced,none,married,regularly,no,2,private,10-May,48,50,44,47.33
236,female,group D,master's degree,standard,completed,married,sometimes,yes,1,,> 10,47,51,56,51.33
238,male,group D,some college,standard,completed,divorced,sometimes,no,6,school_bus,10-May,85,84,79,82.67
239,female,group D,some high school,standard,none,married,,yes,3,private,< 5,85,89,91,88.33
241,female,group E,high school,free/reduced,none,married,regularly,yes,1,school_bus,10-May,76,88,84,82.67
242,male,group C,,free/reduced,none,married,regularly,no,1,private,10-May,62,54,52,56.00
243,female,group B,some college,free/reduced,none,married,regularly,yes,2,,< 5,42,52,51,48.33
244,male,group E,some high school,standard,none,married,regularly,yes,0,school_bus,10-May,73,60,56,63.00
245,male,group E,some high school,standard,completed,married,never,yes,1,private,< 5,58,54,52,54.67
246,male,group D,some college,standard,none,married,sometimes,yes,3,private,< 5,64,64,60,62.67
248,male,group E,some college,standard,completed,single,regularly,yes,3,school_bus,< 5,99,98,97,98.00
249,female,group E,associate's degree,standard,none,married,sometimes,yes,5,school_bus,10-May,60,69,70,66.33
250,male,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,72,59,59,63.33
251,female,,some college,free/reduced,none,single,sometimes,yes,,private,> 10,39,55,41,45.00
252,female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,0,,10-May,47,59,52,52.67
253,female,group C,high school,standard,completed,married,sometimes,no,2,,< 5,43,53,56,50.67
254,male,group A,master's degree,standard,none,married,sometimes,yes,2,school_bus,> 10,74,63,60,65.67
255,male,group D,,free/reduced,none,,,no,4,private,10-May,60,69,60,63.00
256,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,10-May,50,65,65,60.00
257,female,group E,associate's degree,standard,none,married,never,no,2,private,> 10,72,73,71,72.00
258,female,group C,some college,standard,none,married,never,yes,4,private,10-May,75,87,81,81.00
259,male,group E,associate's degree,standard,none,divorced,sometimes,yes,1,school_bus,> 10,90,78,83,83.67
260,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,10-May,74,91,90,85.00
261,female,group E,high school,free/reduced,none,divorced,sometimes,yes,3,,< 5,78,86,85,83.00
262,male,group C,some high school,standard,none,married,sometimes,no,4,private,< 5,66,64,60,63.33
263,female,group B,associate's degree,standard,,,sometimes,yes,3,private,10-May,83,92,93,89.33
264,female,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,44,57,55,52.00
265,female,group D,some high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,69,75,77,73.67
266,female,group D,master's degree,standard,completed,married,,yes,3,private,10-May,89,95,98,94.00
267,female,group D,some college,standard,completed,single,sometimes,yes,1,,< 5,73,91,94,86.00
268,female,group D,master's degree,standard,none,widowed,sometimes,yes,,private,10-May,62,79,77,72.67
269,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,3,private,10-May,82,86,85,84.33
270,female,group C,some college,standard,,divorced,regularly,yes,2,private,< 5,30,43,49,40.67
271,male,group C,some college,standard,completed,married,regularly,yes,2,,> 10,92,85,87,88.00
272,male,group E,master's degree,free/reduced,completed,single,never,yes,2,private,10-May,73,71,76,73.33
273,male,group A,master's degree,standard,none,married,sometimes,yes,4,school_bus,10-May,83,85,85,84.33
275,male,group D,some high school,standard,completed,divorced,sometimes,yes,3,private,10-May,79,77,73,76.33
276,male,group C,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,10-May,16,30,27,24.33
277,female,group A,master's degree,standard,none,divorced,never,yes,3,private,> 10,83,95,85,87.67
278,female,group D,some college,standard,completed,single,regularly,no,2,school_bus,< 5,58,69,77,68.00
279,female,group A,high school,free/reduced,none,married,sometimes,no,3,private,> 10,59,76,70,68.33
280,male,group C,,free/reduced,completed,single,regularly,yes,2,school_bus,10-May,73,80,71,74.67
281,female,group B,some college,free/reduced,none,,never,yes,6,school_bus,< 5,51,57,60,56.00
282,female,group D,some college,standard,none,single,regularly,no,3,private,< 5,86,88,89,87.67
283,male,group B,bachelor's degree,free/reduced,none,married,sometimes,no,2,private,10-May,70,74,70,71.33
284,female,group C,some high school,standard,none,married,sometimes,yes,0,private,10-May,74,81,74,76.33
285,female,group E,high school,standard,none,divorced,regularly,yes,1,school_bus,< 5,88,86,80,84.67
286,male,group C,some high school,standard,none,married,sometimes,yes,,,< 5,56,55,50,53.67
287,male,group E,associate's degree,standard,none,single,sometimes,yes,2,,10-May,55,49,49,51.00
288,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,< 5,79,88,91,86.00
289,male,group A,some college,standard,none,married,sometimes,no,2,school_bus,10-May,57,67,53,59.00
290,female,group B,high school,free/reduced,none,married,regularly,yes,1,school_bus,10-May,75,85,85,81.67
291,male,group D,high school,free/reduced,none,married,sometimes,no,5,school_bus,> 10,67,79,75,73.67
292,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,< 5,52,64,61,59.00
293,male,group D,some college,free/reduced,completed,single,sometimes,yes,3,school_bus,> 10,66,62,63,63.67
294,male,group C,some high school,free/reduced,completed,single,never,no,3,private,< 5,72,77,77,75.33
295,female,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,71,77,74,74.00
296,female,group C,master's degree,standard,,divorced,sometimes,no,1,school_bus,10-May,88,94,92,91.33
297,male,group E,bachelor's degree,free/reduced,none,widowed,sometimes,no,3,school_bus,10-May,73,63,56,64.00
298,male,group E,some college,standard,completed,single,sometimes,yes,0,school_bus,10-May,94,80,79,84.33
299,male,group D,some high school,standard,none,divorced,regularly,yes,0,private,< 5,62,61,56,59.67
300,male,group D,some college,free/reduced,none,single,regularly,yes,2,private,10-May,65,51,55,57.00
301,male,group C,associate's degree,free/reduced,,single,regularly,yes,4,school_bus,10-May,54,58,55,55.67
302,female,group C,master's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,60,61,69,63.33
303,male,group D,some high school,free/reduced,none,,sometimes,no,1,school_bus,> 10,61,63,64,62.67
304,male,group C,some high school,free/reduced,none,,sometimes,yes,2,private,10-May,78,81,67,75.33
305,female,group C,,standard,completed,married,sometimes,yes,1,school_bus,10-May,56,69,73,66.00
306,female,group E,bachelor's degree,free/reduced,completed,married,regularly,no,1,private,10-May,65,61,66,64.00
307,male,group B,some college,free/reduced,none,single,regularly,yes,0,school_bus,< 5,30,25,29,28.00
308,female,group A,,standard,none,divorced,regularly,no,3,private,10-May,56,63,61,60.00
309,male,group A,high school,standard,none,married,sometimes,no,2,,10-May,88,74,66,76.00
310,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,50,51,45,48.67
311,male,group B,high school,free/reduced,completed,single,sometimes,,0,school_bus,> 10,54,59,54,55.67
312,male,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,10-May,70,68,70,69.33
313,male,group C,some high school,standard,completed,married,sometimes,no,1,school_bus,10-May,51,51,54,52.00
314,female,,some college,standard,none,married,sometimes,no,2,private,10-May,52,59,59,56.67
316,male,group C,some college,standard,none,married,never,yes,2,school_bus,> 10,71,72,67,70.00
317,male,group E,master's degree,standard,completed,single,never,yes,,school_bus,10-May,86,70,69,75.00
318,male,,,standard,none,married,regularly,no,3,private,> 10,59,52,57,56.00
319,male,group C,some college,free/reduced,none,married,sometimes,no,2,school_bus,10-May,76,78,73,75.67
320,female,group D,some high school,standard,none,divorced,sometimes,yes,1,private,< 5,68,85,84,79.00
321,female,group C,,standard,completed,single,regularly,yes,1,school_bus,> 10,84,85,87,85.33
322,male,group B,high school,standard,none,married,sometimes,no,5,school_bus,10-May,81,70,68,73.00
323,female,group E,associate's degree,standard,completed,divorced,never,yes,3,school_bus,10-May,68,81,79,76.00
324,female,group C,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,< 5,37,54,56,49.00
325,male,group D,associate's degree,standard,none,divorced,regularly,yes,1,school_bus,10-May,77,54,54,61.67
328,female,group C,some high school,standard,none,divorced,sometimes,yes,0,private,10-May,78,82,78,79.33
329,female,group E,some college,standard,completed,,never,yes,2,private,< 5,84,92,91,89.00
330,male,group D,associate's degree,standard,none,divorced,sometimes,no,5,school_bus,10-May,50,33,40,41.00
331,male,group C,associate's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,79,78,78,78.33
332,female,group D,some college,free/reduced,none,single,sometimes,yes,0,private,10-May,63,78,76,72.33
333,female,group C,master's degree,free/reduced,none,married,regularly,yes,3,school_bus,< 5,54,71,70,65.00
334,female,group B,high school,standard,none,married,sometimes,no,2,school_bus,10-May,62,81,74,72.33
335,male,,some high school,standard,none,single,regularly,yes,,school_bus,< 5,80,79,71,76.67
337,female,group B,some college,standard,none,married,sometimes,yes,5,private,< 5,64,74,73,70.33
338,male,group D,master's degree,standard,none,married,sometimes,yes,3,private,< 5,72,65,67,68.00
339,female,group A,associate's degree,standard,completed,married,sometimes,yes,3,private,< 5,67,82,83,77.33
340,female,group D,associate's degree,free/reduced,none,,sometimes,yes,,school_bus,10-May,52,56,52,53.33
342,male,group B,some high school,free/reduced,none,married,never,yes,1,private,10-May,72,67,64,67.67
343,male,group C,master's degree,standard,none,,sometimes,no,3,private,10-May,62,65,63,63.33
344,female,group A,some college,standard,none,married,regularly,yes,2,school_bus,10-May,77,72,73,74.00
345,female,group C,some high school,standard,completed,,sometimes,yes,,private,> 10,60,59,70,63.00
346,male,group C,some college,free/reduced,,married,sometimes,yes,0,school_bus,> 10,67,66,67,66.67
347,female,group C,bachelor's degree,free/reduced,none,single,regularly,no,2,private,10-May,46,63,58,55.67
348,female,group B,some college,standard,completed,divorced,,yes,2,school_bus,10-May,90,100,100,96.67
349,female,group C,some high school,free/reduced,none,widowed,,no,1,,< 5,56,67,71,64.67
350,male,group D,some college,standard,completed,married,sometimes,no,1,private,10-May,66,56,60,60.67
351,male,group D,associate's degree,standard,none,married,sometimes,yes,3,private,10-May,64,68,68,66.67
352,male,group C,some college,free/reduced,none,married,regularly,yes,0,school_bus,< 5,79,78,77,78.00
353,male,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,10-May,46,43,42,43.67
354,male,group B,high school,standard,none,widowed,regularly,yes,0,private,10-May,59,50,42,50.33
355,female,group D,some high school,free/reduced,none,married,sometimes,no,1,,10-May,54,68,59,60.33
356,female,group B,some college,standard,none,married,never,yes,2,private,< 5,47,57,57,53.67
357,male,group A,associate's degree,standard,none,single,,yes,1,,< 5,71,63,61,65.00
358,male,group C,some high school,standard,none,divorced,regularly,yes,1,school_bus,10-May,66,61,54,60.33
359,male,group D,high school,standard,none,married,sometimes,yes,3,private,> 10,73,61,64,66.00
360,female,group C,bachelor's degree,standard,completed,married,regularly,yes,1,private,< 5,79,98,100,92.33
361,female,group D,associate's degree,standard,none,married,sometimes,no,1,private,10-May,79,79,83,80.33
362,male,group D,high school,standard,none,single,sometimes,yes,1,,< 5,52,50,49,50.33
363,male,group D,some college,free/reduced,completed,married,regularly,yes,4,private,10-May,50,63,65,59.33
364,male,,high school,standard,none,single,sometimes,yes,3,school_bus,10-May,74,70,66,70.00
365,male,group B,high school,standard,completed,married,sometimes,yes,,private,10-May,67,53,65,61.67
